stockid,ticker,genre,name
1997,MDRX,Horror,"Allscripts Healthcare Solutions, Inc. - common stock"
1998,MDSO,Horror,"Medidata Solutions, Inc. - Common Stock"
1999,MDWD,Horror,MediWound Ltd. - Ordinary Shares
2000,MDXG,Action|Comedy|Crime|Drama,"MiMedx Group, Inc - Common Stock"
2001,MEDP,Action|Comedy|Crime|Drama,"Medpace Holdings, Inc. - Common Stock"
2002,MEET,Action|Comedy|Crime|Drama,"The Meet Group, Inc. - Common Stock"
2003,MEIP,Comedy|Horror,"MEI Pharma, Inc. - Common Stock"
2004,MELI,Comedy|Horror,"MercadoLibre, Inc. - Common Stock"
2005,MELR,Adventure|Children's|Fantasy,"Melrose Bancorp, Inc. - Common Stock"
2006,MEOH,Action|Adventure|Romance,Methanex Corporation - Common Stock
2007,MERC,Comedy,Mercer International Inc. - Common Stock
2008,MESA,Crime|Drama|Film-Noir,"Mesa Air Group, Inc. - Common Stock"
2009,MESO,Sci-Fi|Thriller,Mesoblast Limited - American Depositary Shares
2010,METC,Sci-Fi,"Ramaco Resources, Inc. - Common Stock"
2011,MFIN,Comedy|Sci-Fi,Medallion Financial Corp. - Common Stock
2012,MFINL,Comedy|Sci-Fi|Western,Medallion Financial Corp. - 9.000% Notes due 2021
2013,MFNC,Action|Adventure,Mackinac Financial Corporation - Common Stock
2014,MFSF,Children's|Comedy,MutualFirst Financial Inc. - Common Stock
2015,MGEE,Children's|Comedy|Fantasy,MGE Energy Inc. - Common Stock
2016,MGEN,Children's|Comedy|Western,"Miragen Therapeutics, Inc. - Common Stock"
2017,MGI,Children's|Fantasy|Musical,"Moneygram International, Inc. - Common Stock"
2018,MGIC,Animation|Children's,Magic Software Enterprises Ltd. - Ordinary Shares
2019,MGLN,Action|Drama,"Magellan Health, Inc. - Common Stock"
2020,MGNX,Drama|Romance,"MacroGenics, Inc. - Common Stock"
2021,MGPI,Fantasy|Sci-Fi,"MGP Ingredients, Inc. - Common Stock"
2022,MGRC,Drama,McGrath RentCorp - Common Stock
2023,MGTA,Action|Crime|Drama,"Magenta Therapeutics, Inc. - Common Stock"
2024,MGTX,Drama|Mystery,MeiraGTx Holdings plc - Ordinary Shares
2025,MGYR,Drama|Romance,"Magyar Bancorp, Inc. - Common Stock"
2026,MHLD,Horror|Thriller,"Maiden Holdings, Ltd. - Common Stock"
2027,MICT,Comedy|Crime,"MICT, Inc. - Common Stock"
2028,MIDD,Action|Drama|War,The Middleby Corporation - Common Stock
2029,MIK,Comedy|Romance,"The Michaels Companies, Inc. - Common Stock"
2030,MILN,Drama,Global X Millennials Thematic ETF
2031,MIME,Children's|Comedy,Mimecast Limited - Ordinary Shares
2032,MIND,Children's|Comedy,"Mitcham Industries, Inc. - Common Stock"
2033,MINDP,Animation|Children's,"Mitcham Industries, Inc. - Series A 9.00% Series A Cumulative Preferred Stock"
2034,MINI,Sci-Fi,"Mobile Mini, Inc. - Common Stock"
2035,MITK,Children's|Comedy,"Mitek Systems, Inc. - Common Stock"
2036,MITL,Children's|Comedy,Mitel Networks Corporation - Common Shares
2037,MKGI,Adventure|Children's|Comedy,"Monaker Group, Inc. - Common Stock"
2038,MKSI,Children's|Comedy|Sci-Fi,"MKS Instruments, Inc. - Common Stock"
2039,MKTX,Adventure|Children's,"MarketAxess Holdings, Inc. - Common Stock"
2040,MLAB,Children's|Comedy,"Mesa Laboratories, Inc. - Common Stock"
2041,MLCO,Action|Adventure|Children's|Comedy,Melco Resorts & Entertainment Limited - American Depositary Shares 
2042,MLHR,Children's|Comedy,"Herman Miller, Inc. - Common Stock"
2043,MLNT,Adventure|Children's|Fantasy,"Melinta Therapeutics, Inc. - Common Stock"
2044,MLNX,Comedy,"Mellanox Technologies, Ltd. - Ordinary Shares"
2045,MLVF,Adventure|Children's|Drama|Romance,"Malvern Bancorp, Inc. - Common Stock"
2046,MMAC,Adventure|Children's|Sci-Fi,"MMA Capital Management, LLC - Common Stock"
2047,MMDM,Children's,Modern Media Acquisition Corp. - Common Stock
2048,MMDMR,Animation|Children's,Modern Media Acquisition Corp. - Right
2049,MMDMU,Comedy|Musical,Modern Media Acquisition Corp. - Unit
2050,MMDMW,Adventure|Children's|Comedy,Modern Media Acquisition Corp. - Warrant
2051,MMLP,Adventure|Children's|Comedy,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests
2052,MMSI,Children's|Comedy,"Merit Medical Systems, Inc. - Common Stock"
2053,MMYT,Children's|Comedy|Sci-Fi,MakeMyTrip Limited - Ordinary Shares
2054,MNDO,Adventure|Children's|Comedy|Fantasy|Sci-Fi,MIND C.T.I. Ltd. - Ordinary Shares
2055,MNGA,Comedy|Western,MagneGas Corporation - Common Stcok
2056,MNKD,Adventure|Children's,MannKind Corporation - Common Stock
2057,MNLO,Adventure|Children's,Menlo Therapeutics Inc. - Common Stock
2058,MNOV,Action|Thriller,"MediciNova, Inc. - Common Stock"
2059,MNRO,Children's|Drama,"Monro, Inc.  - Common Stock"
2060,MNST,Comedy,Monster Beverage Corporation - Common Stock
2061,MNTA,Documentary,"Momenta Pharmaceuticals, Inc. - Common Stock"
2062,MNTX,Drama|Romance,"Manitex International, Inc. - common stock"
2063,MOBL,Drama|Romance,"MobileIron, Inc. - Common Stock"
2064,MOFG,Comedy|Documentary,"MidWestOne Financial Group, Inc. - Common Stock"
2065,MOGLC,Comedy|Drama|Romance,Gabelli NextShares Trust - Gabelli Media Mogul NextShares
2066,MOGO,Film-Noir,Mogo Finance Technology Inc. - Common Share
2067,MOMO,Drama|Romance|War,Momo Inc. - American Depositary Shares
2068,MOR,Drama,MorphoSys AG - American Depositary Shares
2069,MORN,Drama,"Morningstar, Inc. - Common Stock"
2070,MOSY,Drama,"MoSys, Inc. - Common Stock"
2071,MOTS,Drama,"Motus GI Holdings, Inc. - Common Stock"
2072,MOXC,Comedy,"Moxian, Inc. - Common Stock"
2073,MPAA,Comedy,"Motorcar Parts of America, Inc. - Common Stock"
2074,MPAC,Drama,Matlin & Partners Acquisition Corporation - Class A Common Stock
2075,MPACU,Drama|War,Matlin & Partners Acquisition Corporation - Unit
2076,MPACW,Drama|Mystery,Matlin & Partners Acquisition Corporation - Warrants
2077,MPB,Adventure|Children's,Mid Penn Bancorp - Common Stock
2078,MPCT,Animation|Children's|Comedy|Musical,iShares MSCI Global Impact ETF
2079,MPVD,Children's|Drama,Mountain Province Diamonds Inc. - Common Stock
2080,MPWR,Animation|Children's|Comedy|Musical|Romance,"Monolithic Power Systems, Inc. - Common Stock"
2081,MRAM,Animation|Children's|Comedy|Musical|Romance,"Everspin Technologies, Inc. - Common Stock"
2082,MRBK,Children's|Comedy,Meridian Corporation - Common Stock
2083,MRCC,Children's|Musical,Monroe Capital Corporation - Common Stock
2084,MRCY,Children's|Musical,Mercury Systems Inc - Common Stock
2085,MRIN,Animation|Children's,Marin Software Incorporated - Common Stock
2086,MRLN,Drama|Fantasy,Marlin Business Services Corp. - Common Stock
2087,MRNS,Animation|Children's|Fantasy|Musical,"Marinus Pharmaceuticals, Inc. - Common Stock"
2088,MRSN,Adventure|Comedy|Musical,"Mersana Therapeutics, Inc. - Common Stock"
2089,MRTN,Animation|Children's,"Marten Transport, Ltd. - Common Stock"
2090,MRTX,Animation|Children's,"Mirati Therapeutics, Inc. - Common Stock"
2091,MRUS,Children's|Sci-Fi,Merus N.V. - Common Shares
2092,MRVL,Animation|Children's|Musical,Marvell Technology Group Ltd. - Common Stock
2093,MSBF,Adventure|Children's|Fantasy|Sci-Fi,MSB Financial Corp. - Common Stock
2094,MSBI,Action|Adventure|Sci-Fi,"Midland States Bancorp, Inc. - Common Stock"
2095,MSEX,Children's|Comedy,Middlesex Water Company - Common Stock
2096,MSFT,Animation|Children's|Musical,Microsoft Corporation - Common Stock
2097,MSON,Children's|Horror,"MISONIX, Inc. - Common Stock"
2098,MSTR,Children's|Comedy,MicroStrategy Incorporated - Class A Common Stock
2099,MSVB,Adventure|Animation|Children's|Musical,"Mid-Southern Bancorp, Inc. - Common Stock"
2100,MTBC,Comedy|Fantasy|Romance,"Medical Transcription Billing, Corp. - Common Stock"
2101,MTBCP,Adventure|Drama,"Medical Transcription Billing, Corp. - 11% Series A Cumulative Redeemable Perpetual Preferred Stock"
2102,MTCH,Animation|Children's|Comedy|Musical,"Match Group, Inc. - Common Stock"
2103,MTEC,Adventure|Children's,MTech Acquisition Corp. - Class A Common Stock
2104,MTECU,Drama,MTech Acquisition Corp. - Unit
2105,MTECW,Action|Adventure|Fantasy|Sci-Fi,MTech Acquisition Corp. - Warrant
2106,MTEM,Drama|War,"Molecular Templates, Inc. - Common Stock"
2107,MTEX,Horror|Thriller,"Mannatech, Incorporated - Common Stock"
2108,MTFB,Comedy|Romance,Motif Bio plc - ADR
2109,MTFBW,Comedy,Motif Bio plc - Warrant
2110,MTGE,Comedy|Crime|Thriller,MTGE Investment Corp. - Common Stock
2111,MTGEP,Comedy,MTGE Investment Corp. - 8.125% Series A Cumulative Redeemable Preferred Stock
2112,MTLS,Crime|Drama,Materialise NV - American Depositary Shares
2113,MTP,Horror|Thriller,Midatech Pharma PLC - American Depositary Shares
2114,MTRX,Drama,Matrix Service Company - Common Stock
2115,MTSC,Action|Adventure,MTS Systems Corporation - Common Stock
2116,MTSI,Adventure|Animation|Children's|Sci-Fi,"MACOM Technology Solutions Holdings, Inc. - Common Stock"
2117,MTSL,Drama|Sci-Fi,MER Telemanagement Solutions Ltd. - Ordinary Shares
2118,MU,Horror|Thriller,"Micron Technology, Inc. - Common Stock"
2119,MUDS,Horror,Mudrick Capital Acquisition Corporation - Class A Common Stock
2120,MUDSU,Drama|Horror,Mudrick Capital Acquisition Corporation - Unit
2121,MUDSW,Horror|Thriller,Mudrick Capital Acquisition Corporation - Warrant
2122,MVBF,Horror|Thriller,MVB Financial Corp. - Common Stock
2123,MVIS,Animation|Children's,"Microvision, Inc. - Common Stock"
2124,MXIM,Comedy,"Maxim Integrated Products, Inc. - Common Stock"
2125,MXWL,Drama|Romance,"Maxwell Technologies, Inc. - Common Stock"
2126,MYFW,Action|Crime|Mystery|Thriller,"First Western Financial, Inc. - Common Stock"
2127,MYGN,Drama|Romance,"Myriad Genetics, Inc. - Common Stock"
2128,MYL,Comedy,Mylan N.V. - Common Stock
2129,MYND,Documentary,"MYnd Analytics, Inc. - Common Stock"
2130,MYNDW,Crime|Drama|Romance,"MYnd Analytics, Inc. - Warrant"
2131,MYOK,Drama,"MyoKardia, Inc. - Common Stock"
2132,MYOS,Drama,MYOS RENS Technology Inc. - Common Stock
2133,MYRG,Adventure|Comedy,"MYR Group, Inc. - Common Stock"
2134,MYSZ,Comedy,"My Size, Inc. - Common Stock"
2135,MZOR,Adventure|Musical,Mazor Robotics Ltd. - American Depositary Shares
2136,NAII,Comedy,"Natural Alternatives International, Inc. - Common Stock"
2137,NAKD,Animation|Children's,Naked Brand Group Limited - Ordinary Shares
2138,NANO,Animation|Children's|Drama|Fantasy,Nanometrics Incorporated - Common Stock
2139,NAOV,Animation|Children's,"NanoVibronix, Inc. - Common Stock"
2140,NATH,Children's|Fantasy|Sci-Fi,"Nathan's Famous, Inc. - Common Stock"
2141,NATI,Animation|Children's|Comedy,National Instruments Corporation - Common Stock
2142,NATR,Animation|Children's|Comedy,"Nature's Sunshine Products, Inc. - Common Stock"
2143,NAUH,Adventure|Fantasy|Romance,"National American University Holdings, Inc. - Common Stock"
2144,NAVG,Comedy,"The Navigators Group, Inc. - Common Stock"
2145,NAVI,Comedy|Drama|Romance,Navient Corporation - Common Stock
2146,NBEV,Drama|Romance,New Age Beverages Corporation - Common Stock
2147,NBIX,Drama,"Neurocrine Biosciences, Inc. - Common Stock"
2148,NBN,Comedy|Horror,Northeast Bancorp - Common Stock
2149,NBRV,Comedy|Horror,Nabriva Therapeutics plc - Ordinary Shares
2150,NBTB,Comedy,NBT Bancorp Inc. - Common Stock
2151,NCBS,Comedy,Nicolet Bankshares Inc. - Common Stock
2152,NCMI,Children's|Comedy,"National CineMedia, Inc. - Common Stock"
2153,NCNA,Action|Adventure,NuCana plc - American Depositary Share
2154,NCOM,Drama|Romance,National Commerce Corporation - Common Stock
2155,NCSM,Comedy,"NCS Multistage Holdings, Inc. - Common Stock"
2156,NCTY,Comedy|Drama,The9 Limited - American Depository Shares representing three ordinary shares
2157,NDAQ,Romance,"Nasdaq, Inc. - Common Stock"
2158,NDLS,Crime|Horror,Noodles & Company - Common Stock
2159,NDRA,Crime|Horror,ENDRA Life Sciences Inc. - Common Stock
2160,NDRAW,Horror|Thriller,ENDRA Life Sciences Inc. - Warrants
2161,NDSN,Adventure|Children's|Fantasy,Nordson Corporation - Common Stock
2162,NEBU,Adventure|Children's|Fantasy,Nebula Acquisition Corporation - Class A Common Stock
2163,NEBUU,Comedy|Horror,Nebula Acquisition Corporation - Unit
2164,NEBUW,Drama,Nebula Acquisition Corporation - Warrant
2165,NEO,Drama,"NeoGenomics, Inc. - Common Stock"
2166,NEOG,Drama|Romance,Neogen Corporation - Common Stock
2167,NEON,Action|Adventure|Horror,Neonode Inc. - Common Stock
2168,NEOS,Drama|Romance,"Neos Therapeutics, Inc. - Common Stock"
2169,NEPT,Comedy,Neptune Technologies & Bioresources Inc - Ordinary Shares
2170,NERV,Action|Comedy,"Minerva Neurosciences, Inc - Common Stock"
2171,NESR,Comedy|Drama|Romance,National Energy Services Reunited Corp. - Ordinary Shares
2172,NESRW,Comedy,National Energy Services Reunited Corp. - Warrant
2173,NETE,Adventure|Fantasy|Sci-Fi,"Net Element, Inc. - Common Stock"
2174,NEWA,Comedy|Fantasy,"Newater Technology, Inc. - Ordinary Shares"
2175,NEWT,Drama|Romance,Newtek Business Services Corp. - Common Stock
2176,NEWTI,Thriller,Newtek Business Services Corp. - 6.25% Notes Due 2023
2177,NEWTZ,Comedy|Thriller,Newtek Business Services Corp. - Notes due 2022
2178,NEXT,Thriller,NextDecade Corporation - Common Stock
2179,NFBK,Thriller,"Northfield Bancorp, Inc. - Common Stock"
2180,NFEC,Thriller,NF Energy Saving Corporation - Common Stock
2181,NFLX,Thriller,"Netflix, Inc. - Common Stock"
2182,NFTY,Drama|Film-Noir|Thriller,First Trust India Nifty 50 Equal Weight ETF
2183,NGHC,Thriller,National General Holdings Corp - Common Stock
2184,NGHCN,Mystery|Thriller,"National General Holdings Corp - Depositary Shares, each representing 1/40th of a share of 7.50% Non-Cumulative Preferred Stock, Series C"
2185,NGHCO,Thriller,National General Holdings Corp - Depositary Shares
2186,NGHCP,Film-Noir|Thriller,"National General Holdings Corp - 7.50% Non-Cumulative Preferred Stock, Series A"
2187,NGHCZ,Mystery|Thriller,National General Holdings Corp - 7.625% Subordinated Notes due 2055
2188,NH,Drama,"NantHealth, Inc. - Common Stock"
2189,NHLD,Animation,National Holdings Corporation - Common Stock
2190,NHLDW,Drama,National Holdings Corporation - Warrants
2191,NHTC,Comedy,Natural Health Trends Corp. - Commn Stock
2192,NICE,Drama,NICE Ltd - American Depositary Shares each representing one Ordinary Share
2193,NICK,Action|Adventure|Fantasy,"Nicholas Financial, Inc. - Common Stock"
2194,NIHD,Action|Crime|Drama,"NII Holdings, Inc. - Common Stock"
2195,NITE,Comedy,Nightstar Therapeutics plc - American Depositary Shares
2196,NK,Action,"NantKwest, Inc. - Common Stock"
2197,NKSH,Drama,"National Bankshares, Inc. - Common Stock"
2198,NKTR,Documentary,Nektar Therapeutics - Common Stock
2199,NLNK,Crime|Drama,NewLink Genetics Corporation - Common Stock
2200,NLST,Drama,"Netlist, Inc. - Common Stock"
2201,NMIH,Drama,NMI Holdings Inc - Common Stock
2202,NMRD,Drama|Thriller|War,Nemaura Medical Inc. - Common Stock
2203,NMRK,Film-Noir|Thriller,"Newmark Group, Inc. - Class A Common Stock"
2204,NNBR,Thriller,"NN, Inc. - Common Stock"
2205,NNDM,Comedy,Nano Dimension Ltd. - American Depositary Shares
2206,NODK,Mystery|Thriller,"NI Holdings, Inc. - Common Stock"
2207,NOVN,Drama,"Novan, Inc. - Common Stock"
2208,NOVT,Comedy|Mystery|Romance|Thriller,Novanta Inc. - Common Shares
2209,NRC,Crime|Thriller,National Research Corporation - Common Stock
2210,NRIM,Thriller,Northrim BanCorp Inc - Common Stock
2211,NSEC,Thriller,"National Security Group, Inc. - Common Stock"
2212,NSIT,Thriller,"Insight Enterprises, Inc. - Common Stock"
2213,NSSC,Comedy|Musical,"NAPCO Security Technologies, Inc. - Common Stock"
2214,NSTG,Thriller,"NanoString Technologies, Inc. - Common Stock"
2215,NSYS,Comedy|Romance,Nortech Systems Incorporated - Common Stock
2216,NTAP,Drama,"NetApp, Inc. - Common Stock"
2217,NTCT,Comedy|Musical,"NetScout Systems, Inc. - Common Stock"
2218,NTEC,Drama,Intec Pharma Ltd. - Ordinary Shares
2219,NTES,Mystery|Thriller,"NetEase, Inc. - American Depositary Shares, each representing 25 ordinary shares"
2220,NTGN,Drama,"Neon Therapeutics, Inc. - Common Stock"
2221,NTGR,Thriller,"NETGEAR, Inc. - Common Stock"
2222,NTIC,Comedy,Northern Technologies International Corporation - Common Stock
2223,NTLA,Comedy,"Intellia Therapeutics, Inc. - Common Stock"
2224,NTNX,Drama,"Nutanix, Inc. - Class A Common Stock"
2225,NTRA,Drama,"Natera, Inc. - Common Stock"
2226,NTRI,Drama,NutriSystem Inc - Common Stock
2227,NTRP,Thriller,"Neurotrope, Inc. - Common Stock"
2228,NTRS,Drama,Northern Trust Corporation - Common Stock
2229,NTRSP,Drama,Northern Trust Corporation - Depository Shares
2230,NTWK,Comedy,NETSOL Technologies Inc. - Common Stock
2231,NUAN,Crime|Drama,"Nuance Communications, Inc. - Common Stock"
2232,NURO,Sci-Fi|Thriller,"NeuroMetrix, Inc. - Common Stock"
2233,NUROW,Drama,"NeuroMetrix, Inc. - Warrants"
2234,NUVA,Drama,"NuVasive, Inc. - Common Stock"
2235,NVAX,Drama|War,"Novavax, Inc. - Common Stock"
2236,NVCN,Drama,Neovasc Inc. - Common Shares
2237,NVCR,Drama,NovoCure Limited - Ordinary Shares
2238,NVDA,Comedy|Drama,NVIDIA Corporation - Common Stock
2239,NVEC,Comedy|Drama,NVE Corporation - Common Stock
2240,NVEE,Drama,"NV5 Global, Inc. - Common Stock"
2241,NVFY,Comedy,"Nova Lifestyle, Inc - Common Stock"
2242,NVIV,Drama,InVivo Therapeutics Holdings Corp. - Common Stock
2243,NVLN,Comedy|Drama|Romance,Novelion Therapeutics Inc.  - Common Shares
2244,NVMI,Comedy|Romance,Nova Measuring Instruments Ltd. - Ordinary Shares
2245,NVMM,Comedy|Drama,"Novume Solutions, Inc. - Common Stock"
2246,NVTR,Comedy,Nuvectra Corporation - Common Stock
2247,NVUS,Comedy,"Novus Therapeutics, Inc. - Common Stock"
2248,NWBI,Comedy|Drama|Romance,"Northwest Bancshares, Inc. - Common Stock"
2249,NWFL,Comedy,Norwood Financial Corp. - Common Stock
2250,NWLI,Drama,"National Western Life Group, Inc. - Class A Common Stock"
2251,NWPX,Comedy,Northwest Pipe Company - Common Stock
2252,NWS,Comedy|Drama,News Corporation - Class B Common Stock
2253,NWSA,Action|Comedy|Fantasy,News Corporation - Class A Common Stock
2254,NXEO,Drama,"Nexeo Solutions, Inc. - Common Stock"
2255,NXEOU,Comedy,"Nexeo Solutions, Inc. - Unit"
2256,NXEOW,Horror|Sci-Fi,"Nexeo Solutions, Inc. - Warrant"
2257,NXPI,Comedy|Romance,NXP Semiconductors N.V. - Common Stock
2258,NXST,Action,"Nexstar Media Group, Inc. - Class A Common Stock"
2259,NXTD,Comedy|Romance,NXT-ID Inc. - Common Stock
2260,NXTDW,Action|Crime,NXT-ID Inc. - Warrant
2261,NXTM,Comedy,"NxStage Medical, Inc. - Common Stock"
2262,NYMT,Comedy|Drama|Romance,"New York Mortgage Trust, Inc. - Common Stock"
2263,NYMTN,Thriller,"New York Mortgage Trust, Inc. - 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock"
2264,NYMTO,Drama,"New York Mortgage Trust, Inc. - 7.875% Series C Cumulative Redeemable Preferred Stock"
2265,NYMTP,Adventure|Comedy,"New York Mortgage Trust, Inc. - 7.75% Series B Cumulative Redeemable Preferred Stock"
2266,NYMX,Comedy|Romance,Nymox Pharmaceutical Corporation - Common Stock
2267,NYNY,Mystery|Thriller,"Empire Resorts, Inc. - Common Stock"
2268,OASM,Crime|Drama,Oasmia Pharmaceutical AB - American Depositary Shares
2269,OBAS,Drama,Optibase Ltd. - Ordinary Shares
2270,OBCI,Documentary,"Ocean Bio-Chem, Inc. - Common Stock"
2271,OBLN,Drama,"Obalon Therapeutics, Inc. - Common Stock"
2272,OBNK,Drama,"Origin Bancorp, Inc. - Common Stock"
2273,OBSV,Action|Thriller,ObsEva SA - Common Shares
2274,OCC,Drama,Optical Cable Corporation - Common Stock
2275,OCFC,Action|Adventure|Sci-Fi,OceanFirst Financial Corp. - Common Stock
2276,OCLR,Drama,"Oclaro, Inc. - Common Stock"
2277,OCSI,Drama,Oaktree Strategic Income Corporation - Common Stock
2278,OCSL,Action|Crime|Thriller,Oaktree Specialty Lending Corporation - Common Stock
2279,OCSLL,Horror|Thriller,Oaktree Specialty Lending Corporation - 6.125% senior notes due 2028
2280,OCUL,Crime,"Ocular Therapeutix, Inc. - Common Stock"
2281,ODFL,Crime,"Old Dominion Freight Line, Inc. - Common Stock"
2282,ODP,Comedy|Drama,"Office Depot, Inc. - Common Stock"
2283,ODT,Drama,"Odonate Therapeutics, Inc. - Common Stock"
2284,OESX,Drama,"Orion Energy Systems, Inc. - Common Stock"
2285,OFED,Drama,Oconee Federal Financial Corp. - Common Stock
2286,OFIX,Comedy,Orthofix Medical Inc.  - Common Stock
2287,OFLX,Sci-Fi|Thriller|War,"Omega Flex, Inc. - Common Stock"
2288,OFS,Action|Horror|Sci-Fi|Thriller,OFS Capital Corporation - Common Stock
2289,OFSSL,Comedy|Drama,OFS Capital Corporation - 6.375% Notes due 2025
2290,OHAI,Comedy|Drama,OHA Investment Corporation - Closed End Fund
2291,OHGI,Drama|Romance,"One Horizon Group, Inc. - Common Stock"
2292,OHRP,Romance,"Ohr Pharmaceutical, Inc. - Common Stock"
2293,OIIM,Drama,O2Micro International Limited - Ordinary Shares each 50 shares of which are represented by an American Depositary Share
2294,OKDCC,Animation|Children's,Eaton Vance NextShares Trust II - Eaton Vance Oaktree Diversified Credit NextShares
2295,OKTA,Comedy,"Okta, Inc. - Class A Common Stock"
2296,OLBK,Comedy,"Old Line Bancshares, Inc. - Common Stock"
2297,OLD,Drama|Romance,The Long-Term Care ETF
2298,OLED,Thriller,Universal Display Corporation - Common Stock
2299,OLLI,Comedy,"Ollie's Bargain Outlet Holdings, Inc. - Common Stock"
2300,OMAB,Comedy|Musical,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. - American Depositary Shares each representing 8 Series B shares
2301,OMCL,Comedy,"Omnicell, Inc. - Common Stock"
2302,OMED,Comedy,"OncoMed Pharmaceuticals, Inc. - Common Stock"
2303,OMER,Drama|Musical,Omeros Corporation - Common Stock
2304,OMEX,Drama,"Odyssey Marine Exploration, Inc. - Common Stock"
2305,ON,Drama,ON Semiconductor Corporation - Common Stock
2306,ONB,Comedy,Old National Bancorp - Common Stock
2307,ONCE,Action|Drama,"Spark Therapeutics, Inc. - Common Stock"
2308,ONCS,Action|Crime,OncoSec Medical Incorporated - Common Stock
2309,ONCY,Drama,Oncolytics Biotech Inc. - Common Shares
2310,ONEQ,Drama,Fidelity Nasdaq Composite Index Tracking Stock
2311,ONS,Mystery|Sci-Fi,"Oncobiologics, Inc. - Common Stock"
2312,ONSIW,Drama,"Oncobiologics, Inc. - Series A Warrant"
2313,ONTX,Drama,"Onconova Therapeutics, Inc. - Common Stock"
2314,ONTXW,Drama,"Onconova Therapeutics, Inc. - Warrants"
2315,ONVO,Horror|Thriller,"Organovo Holdings, Inc. - Common Stock"
2316,OPB,Drama|Romance,Opus Bank - Common Stock
2317,OPBK,Comedy,OP Bancorp - Common Stock
2318,OPES,Comedy,Opes Acquisition Corp. - Common Stock
2319,OPESU,Comedy,Opes Acquisition Corp. - Unit
2320,OPESW,Drama|Thriller,Opes Acquisition Corp. - Warrant
2321,OPGN,Comedy,"OpGen, Inc. - Common Stock"
2322,OPGNW,Action|Adventure|Sci-Fi|Thriller|War,"OpGen, Inc. - Warrant"
2323,OPHC,Documentary,"OptimumBank Holdings, Inc. - Common Stock"
2324,OPHT,Comedy|Drama,Ophthotech Corporation - Common Stock
2325,OPK,Comedy,"Opko Health, Inc. - Common Stock"
2326,OPNT,Drama|Thriller,"Opiant Pharmaceuticals, Inc. - Common Stock"
2327,OPOF,Horror,Old Point Financial Corporation - Common Stock
2328,OPRA,Horror,Opera Limited - American Depositary Shares
2329,OPRX,Drama,OptimizeRx Corporation - Common Stock
2330,OPTN,Documentary,"OptiNose, Inc. - Common Stock"
2331,OPTT,Comedy|Romance,"Ocean Power Technologies, Inc. - Common Stock"
2332,ORBC,Crime|Drama,ORBCOMM Inc. - Common Stock
2333,ORBK,Drama,Orbotech Ltd. - Ordinary Shares
2334,ORG,Action|Thriller,The Organics ETF
2335,ORGS,Comedy,Orgenesis Inc. - Common Stock
2336,ORIG,Drama,Ocean Rig UDW Inc. - Class A Common Shares
2337,ORIT,Drama,Oritani Financial Corp. - Common Stock
2338,ORLY,Horror|Mystery|Thriller,"O'Reilly Automotive, Inc. - Common Stock"
2339,ORMP,Comedy|Romance,Oramed Pharmaceuticals Inc. - Common Stock
2340,ORPN,Romance,Bioblast Pharma Ltd. - Ordinary Shares
2341,ORRF,Drama,Orrstown Financial Services Inc - Common Stock
2342,OSBC,Comedy,"Old Second Bancorp, Inc. - Common Stock"
2343,OSBCP,Drama,"Old Second Bancorp, Inc. - 7.80% Cumulative Trust Preferred Securities"
2344,OSIR,Action|Adventure|Drama|Thriller,"Osiris Therapeutics, Inc. - Common Stock"
2345,OSIS,Drama,"OSI Systems, Inc. - Common Stock"
2346,OSN,Sci-Fi|Thriller,"Ossen Innovation Co., Ltd. - American Depositary Shares"
2347,OSPN,Action,OneSpan Inc. - Common Stock
2348,OSS,Drama,"One Stop Systems, Inc. - Common Stock"
2349,OSTK,Comedy|Thriller,"Overstock.com, Inc. - Common Stock"
2350,OSUR,Comedy,"OraSure Technologies, Inc. - Common Stock"
2351,OTEL,Drama,Otelco Inc. - Common Stock
2352,OTEX,Comedy|Drama,Open Text Corporation - Common Shares
2353,OTIC,Action|Thriller,"Otonomy, Inc. - Common Stock"
2354,OTIV,Animation|Children's|Comedy,On Track Innovations Ltd - Ordinary Shares
2355,OTTR,Animation|Children's|Comedy,Otter Tail Corporation - Common Stock
2356,OTTW,Comedy,"Ottawa Bancorp, Inc. - Common Stock"
2357,OVAS,Drama,OvaScience Inc. - Common Stock
2358,OVBC,Drama,Ohio Valley Banc Corp. - Common Stock
2359,OVID,Comedy,Ovid Therapeutics Inc. - Common Stock
2360,OVLY,Drama,Oak Valley Bancorp (CA) - Common Stock
2361,OXBR,Comedy,Oxbridge Re Holdings Limited - Ordinary Shares
2362,OXBRW,Drama,Oxbridge Re Holdings Limited - Warrant
2363,OXFD,Action|Sci-Fi,Oxford Immunotec Global PLC - Ordinary Shares
2364,OXLC,Action|Sci-Fi,Oxford Lane Capital Corp. - Common Stock
2365,OXLCM,Action|Sci-Fi,Oxford Lane Capital Corp. - 6.75% Series 2024 Term Preferred Stock
2366,OXLCO,Action|Adventure|Horror,"Oxford Lane Capital Corp. - Term Preferred Shares, 7.50% Series 2023"
2367,OXSQ,Action|Adventure|Horror,Oxford Square Capital Corp. - Closed End Fund
2368,OXSQL,Action|Adventure|Horror,Oxford Square Capital Corp. - 6.50% Notes due 2024
